price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,price_per_square_feet,image_path
449950,3,2.0,1560,2.0,0,0,3,7,1560,0,47.6892,-122.319,1900,288.4294872,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6892_lon_-122_319_144.png
283000,3,1.0,1740,1.0,0,0,3,7,1270,470,47.5049,-122.329,1070,162.6436782,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5049_lon_-122_329_145.png
542500,5,3.25,3010,1.5,0,0,5,8,2010,1000,47.4564,-122.004,2450,180.2325581,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4564_lon_-122_004_146.png
194900,2,1.0,810,1.0,0,0,4,6,810,0,47.3057,-122.216,1140,240.617284,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3057_lon_-122_216_147.png
950000,4,2.5,3670,2.5,0,0,3,10,3670,0,47.5401,-121.993,3130,258.8555858,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5401_lon_-121_993_148.png
440000,3,1.75,1950,1.0,0,0,3,7,1150,800,47.7685,-122.162,2560,225.6410256,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7685_lon_-122_162_149.png
350000,3,1.75,1380,1.0,0,0,2,7,930,450,47.6841,-122.293,1320,253.6231884,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6841_lon_-122_293_150.png
250000,3,1.0,1660,1.5,0,0,3,7,1350,310,47.5576,-122.277,1750,150.6024096,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5576_lon_-122_277_151.png
790000,4,2.5,2560,1.0,0,0,4,7,1760,800,47.6947,-122.303,1760,308.59375,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6947_lon_-122_303_152.png
1112750,5,3.5,3090,2.0,0,0,3,9,2060,1030,47.6217,-122.309,2240,360.1132686,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6217_lon_-122_309_153.png
640000,3,2.5,2580,2.0,0,0,3,9,2580,0,47.5577,-122.396,910,248.0620155,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5577_lon_-122_396_154.png
896000,4,2.5,3560,2.0,0,0,3,11,3560,0,47.7268,-122.05,3520,251.6853933,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7268_lon_-122_05_155.png
719000,3,2.5,1690,1.5,0,1,4,8,1690,0,47.5841,-122.383,2140,425.443787,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5841_lon_-122_383_156.png
550000,3,3.75,1580,2.0,0,0,3,8,1340,240,47.5875,-122.315,1560,348.1012658,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5875_lon_-122_315_157.png
700000,3,2.5,2190,2.0,0,0,3,8,2190,0,47.6869,-122.187,2090,319.6347032,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6869_lon_-122_187_158.png
1010000,4,3.5,3130,3.0,0,0,3,10,3130,0,47.5656,-122.403,1950,322.6837061,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5656_lon_-122_403_159.png
695000,3,3.25,3080,2.0,0,0,3,8,2080,1000,47.695,-122.399,2100,225.6493506,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_695_lon_-122_399_160.png
810000,3,1.75,1980,1.0,0,2,4,9,1320,660,47.5867,-122.111,2450,409.0909091,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5867_lon_-122_111_161.png
535000,5,2.25,2520,2.0,0,0,4,8,2520,0,47.4918,-122.064,2780,212.3015873,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4918_lon_-122_064_162.png
235000,3,1.75,1840,1.0,0,0,4,7,1500,340,47.3764,-122.179,1430,127.7173913,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3764_lon_-122_179_163.png
460500,3,1.0,1490,1.0,0,0,3,7,1150,340,47.663,-122.178,1730,309.0604027,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_663_lon_-122_178_164.png
345000,2,1.0,970,1.0,0,0,3,7,970,0,47.7252,-122.331,1200,355.6701031,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7252_lon_-122_331_165.png
170000,2,1.0,1500,1.0,0,0,3,8,1500,0,47.4727,-122.281,1700,113.3333333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4727_lon_-122_281_166.png
472000,5,2.5,2570,2.0,0,0,3,8,2570,0,47.7265,-121.957,2890,183.6575875,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7265_lon_-121_957_167.png
710000,3,2.75,2210,1.0,0,1,4,7,1460,750,47.5619,-122.4,2110,321.2669683,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5619_lon_-122_4_168.png
264000,4,1.75,1820,1.0,0,0,4,7,1080,740,47.4104,-122.172,1810,145.0549451,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4104_lon_-122_172_169.png
700000,4,3.5,3150,2.0,0,0,3,9,3150,0,47.5966,-122.017,3150,222.2222222,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5966_lon_-122_017_170.png
759600,4,1.0,1540,1.5,0,0,4,7,1540,0,47.4163,-122.22,2027,493.2467532,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4163_lon_-122_22_171.png
695000,2,1.75,1570,3.0,0,0,3,9,1570,0,47.6215,-122.201,1570,442.6751592,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6215_lon_-122_201_172.png
406430,3,2.0,1380,1.0,0,0,4,7,1380,0,47.5951,-122.036,1380,294.5144928,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5951_lon_-122_036_173.png
231000,3,2.5,1370,2.0,0,0,3,7,1370,0,47.3767,-122.303,1720,168.6131387,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3767_lon_-122_303_174.png
190000,3,1.75,1390,1.0,0,0,5,7,1390,0,47.4559,-122.183,1260,136.6906475,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4559_lon_-122_183_175.png
488000,3,2.5,3160,2.0,0,0,3,8,3160,0,47.7443,-121.977,3050,154.4303797,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7443_lon_-121_977_176.png
675000,4,2.5,2390,2.0,0,0,3,9,2390,0,47.6194,-122.026,2600,282.4267782,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6194_lon_-122_026_177.png
628000,3,1.75,4000,1.0,0,0,3,9,2190,1810,47.7738,-122.203,2530,157.0,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7738_lon_-122_203_178.png
810000,4,3.5,2700,2.0,0,0,3,11,1920,780,47.5685,-122.286,1430,300.0,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5685_lon_-122_286_179.png
535000,4,1.75,1420,1.5,0,0,4,7,1420,0,47.6771,-122.397,1490,376.7605634,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6771_lon_-122_397_180.png
725000,6,3.0,3110,1.5,0,0,5,7,1810,1300,47.6631,-122.348,1600,233.1189711,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6631_lon_-122_348_181.png
390000,4,2.5,2154,2.0,0,0,3,9,2154,0,47.4557,-122.13,2154,181.0584958,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4557_lon_-122_13_182.png
185000,3,1.0,1320,1.0,0,0,4,6,1320,0,47.2857,-122.22,1070,140.1515152,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2857_lon_-122_22_183.png
306000,3,1.5,1250,1.0,0,0,4,7,1250,0,47.4744,-122.328,1300,244.8,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4744_lon_-122_328_184.png
688888,3,3.25,2580,1.5,0,1,4,9,1760,820,47.5314,-122.054,2140,267.0108527,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5314_lon_-122_054_185.png
990000,3,1.75,1810,1.0,0,4,4,9,930,880,47.5314,-122.222,3540,546.961326,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5314_lon_-122_222_186.png
515000,2,1.0,1150,1.0,0,0,3,7,870,280,47.6894,-122.284,1380,447.826087,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6894_lon_-122_284_187.png
955500,4,1.75,2130,1.5,0,0,3,8,2130,0,47.6427,-122.363,1900,448.5915493,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6427_lon_-122_363_188.png
485000,3,2.5,2870,2.0,0,0,3,9,2870,0,47.4471,-122.207,3040,168.989547,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4471_lon_-122_207_189.png
640000,3,1.75,2340,1.0,0,0,5,7,1170,1170,47.5759,-122.288,1360,273.5042735,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5759_lon_-122_288_190.png
549995,4,3.5,2970,2.0,0,0,3,8,2260,710,47.4776,-122.122,2970,185.1835017,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4776_lon_-122_122_191.png
643000,4,2.5,2518,2.0,0,0,3,8,2518,0,47.5894,-122.017,2280,255.3613979,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5894_lon_-122_017_192.png
641000,4,2.5,2770,2.0,0,0,3,9,2770,0,47.6622,-121.961,2770,231.4079422,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6622_lon_-121_961_193.png
1389000,4,3.5,3130,2.0,0,0,3,9,2550,580,47.6849,-122.327,1830,443.7699681,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6849_lon_-122_327_194.png
645000,3,2.5,2170,2.5,0,0,3,8,2170,0,47.5401,-122.027,2150,297.235023,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5401_lon_-122_027_195.png
529950,3,2.25,1240,3.0,0,0,3,8,1240,0,47.6748,-122.377,1470,427.3790323,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6748_lon_-122_377_196.png
1250000,3,3.0,3760,2.5,0,3,4,10,3060,700,47.5815,-122.398,2610,332.4468085,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5815_lon_-122_398_197.png
225000,2,2.5,1360,2.0,0,0,3,6,1360,0,47.3492,-122.025,1360,165.4411765,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3492_lon_-122_025_198.png
494000,2,1.0,1290,1.0,0,0,4,7,1290,0,47.6877,-122.325,1640,382.9457364,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6877_lon_-122_325_199.png
450000,5,2.0,1870,1.5,0,0,3,7,1870,0,47.5951,-122.144,1870,240.6417112,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5951_lon_-122_144_200.png
270000,3,2.0,1690,1.0,0,0,4,7,1690,0,47.4825,-122.164,1690,159.7633136,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4825_lon_-122_164_201.png
1901000,3,2.5,2660,2.0,0,2,3,10,2660,0,47.6501,-122.217,2660,714.6616541,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6501_lon_-122_217_202.png
1185000,4,3.25,3960,2.0,0,0,3,11,3960,0,47.5211,-122.151,3870,299.2424242,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5211_lon_-122_151_203.png
625000,3,1.0,1020,1.0,0,0,3,6,1020,0,47.6795,-122.202,1870,612.745098,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6795_lon_-122_202_204.png
349000,4,2.5,2280,2.0,0,0,3,7,2280,0,47.4834,-122.182,2280,153.0701754,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4834_lon_-122_182_205.png
460000,5,2.0,1910,1.0,0,0,4,7,1010,900,47.601,-122.134,1700,240.8376963,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_601_lon_-122_134_206.png
185000,2,1.0,820,1.0,0,0,4,5,820,0,47.2039,-122.003,1880,225.6097561,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2039_lon_-122_003_207.png
350000,2,1.0,740,1.0,0,0,4,6,740,0,47.5245,-122.371,1080,472.972973,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5245_lon_-122_371_208.png
325000,4,2.5,2160,2.0,0,0,3,8,2160,0,47.4111,-122.2,2020,150.462963,
200000,3,2.0,1430,1.0,0,0,4,7,1430,0,47.2757,-122.145,1870,139.8601399,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2757_lon_-122_145_210.png
202000,1,1.0,590,1.0,0,0,4,7,590,0,47.6082,-122.299,780,342.3728814,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6082_lon_-122_299_211.png
310000,3,1.75,1420,1.0,0,0,4,7,1100,320,47.4892,-122.182,1810,218.3098592,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4892_lon_-122_182_212.png
1565000,4,2.75,2970,1.5,0,1,4,7,2130,840,47.6135,-122.213,1980,526.9360269,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6135_lon_-122_213_213.png
975000,4,2.25,2290,2.0,0,0,4,9,2120,170,47.6428,-122.411,2910,425.7641921,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6428_lon_-122_411_214.png
650000,4,2.5,3040,2.0,0,0,3,7,3040,0,47.683,-122.039,2740,213.8157895,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_683_lon_-122_039_215.png
400000,3,1.0,1300,1.0,0,0,4,7,1300,0,47.593,-122.165,2440,307.6923077,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_593_lon_-122_165_216.png
360000,3,1.5,1170,1.0,0,0,5,6,1170,0,47.5338,-122.381,920,307.6923077,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5338_lon_-122_381_217.png
698000,6,2.5,2680,1.0,0,0,5,7,1340,1340,47.6553,-122.19,2200,260.4477612,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6553_lon_-122_19_218.png
243000,2,1.0,1770,1.5,0,0,4,7,960,810,47.4974,-122.231,1830,137.2881356,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4974_lon_-122_231_219.png
460000,4,3.0,2230,1.0,0,0,3,7,1410,820,47.52,-121.845,1960,206.2780269,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_52_lon_-121_845_220.png
675000,3,2.5,2550,1.5,0,0,4,7,1850,700,47.5758,-122.287,1700,264.7058824,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5758_lon_-122_287_221.png
311000,3,1.75,1900,1.5,0,0,5,7,1070,830,47.5255,-122.265,1130,163.6842105,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5255_lon_-122_265_222.png
250500,3,2.0,1710,2.0,0,0,4,7,1710,0,47.2917,-122.373,1710,146.4912281,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2917_lon_-122_373_223.png
300523,3,2.5,2370,2.0,0,0,3,9,2370,0,47.6503,-122.366,1590,126.8029536,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6503_lon_-122_366_224.png
785000,3,2.5,2930,2.0,0,2,3,9,2930,0,47.5151,-122.12,3720,267.9180887,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5151_lon_-122_12_225.png
885000,4,2.5,4090,2.0,0,0,3,10,4090,0,47.581,-121.971,3510,216.3814181,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_581_lon_-121_971_226.png
468000,3,1.5,1370,1.0,0,0,3,7,1370,0,47.7153,-122.361,1370,341.6058394,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7153_lon_-122_361_227.png
568000,3,1.75,1930,1.0,0,2,3,7,1300,630,47.6751,-121.993,2860,294.3005181,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6751_lon_-121_993_228.png
850000,3,2.5,2340,2.0,0,2,4,9,2340,0,47.6512,-122.203,2415,363.2478632,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6512_lon_-122_203_229.png
855000,4,3.5,4030,2.0,0,0,3,10,4030,0,47.4619,-121.744,1830,212.1588089,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4619_lon_-121_744_230.png
290000,4,2.75,2240,2.0,0,0,5,7,1380,860,47.7427,-122.34,1550,129.4642857,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7427_lon_-122_34_231.png
475000,3,2.5,1920,2.0,0,0,3,8,1920,0,47.7144,-122.204,1380,247.3958333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7144_lon_-122_204_232.png
457500,3,1.0,960,1.5,0,0,4,6,960,0,47.5553,-122.286,1380,476.5625,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5553_lon_-122_286_233.png
461100,2,2.25,1210,2.0,0,0,3,8,1120,90,47.6783,-122.376,1360,381.0743802,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6783_lon_-122_376_234.png
566000,4,1.75,2440,1.0,0,0,3,8,1340,1100,47.6823,-122.371,2170,231.9672131,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6823_lon_-122_371_235.png
390000,3,1.75,2160,2.0,0,0,3,8,2160,0,47.35,-122.162,2004,180.5555556,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_35_lon_-122_162_236.png
910000,4,2.5,3350,2.0,0,0,3,11,3350,0,47.7197,-122.131,3920,271.641791,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7197_lon_-122_131_237.png
580000,6,2.5,3596,1.0,0,0,5,8,1798,1798,47.4388,-122.339,1894,161.2903226,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4388_lon_-122_339_238.png
523000,3,1.5,1260,1.5,0,0,3,8,1260,0,47.5755,-122.388,1700,415.0793651,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5755_lon_-122_388_239.png
579000,3,2.5,2300,1.0,0,0,3,8,1800,500,47.7767,-122.369,2460,251.7391304,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7767_lon_-122_369_240.png
260000,3,2.5,1500,2.0,0,0,3,8,1500,0,47.2625,-122.221,1720,173.3333333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2625_lon_-122_221_241.png
220000,3,1.75,1650,1.0,0,0,3,7,1650,0,47.4331,-122.291,1400,133.3333333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4331_lon_-122_291_242.png
262000,3,1.75,1320,1.0,0,0,4,7,1320,0,47.2871,-122.354,1620,198.4848485,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2871_lon_-122_354_243.png
665000,4,2.5,2600,2.0,0,0,3,9,2600,0,47.5283,-122.146,2950,255.7692308,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5283_lon_-122_146_244.png
470000,3,2.25,1780,1.0,0,0,3,7,1230,550,47.701,-122.172,1780,264.0449438,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_701_lon_-122_172_245.png
705000,4,2.5,2650,1.5,0,0,3,8,1520,1130,47.5866,-122.389,1690,266.0377358,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5866_lon_-122_389_246.png
409000,3,2.5,1890,2.0,0,0,3,7,1890,0,47.6225,-122.058,2340,216.4021164,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6225_lon_-122_058_247.png
1550000,5,4.25,6070,2.0,0,0,3,12,6070,0,47.5954,-121.95,4680,255.354201,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5954_lon_-121_95_248.png
212000,4,1.75,1250,1.0,0,0,4,7,1250,0,47.302,-122.382,1390,169.6,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_302_lon_-122_382_249.png
152000,3,1.0,1090,1.0,0,0,4,6,1090,0,47.3155,-122.182,1090,139.4495413,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3155_lon_-122_182_250.png
375000,4,2.25,2100,2.0,0,0,4,8,2100,0,47.4698,-122.118,2000,178.5714286,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4698_lon_-122_118_251.png
260000,4,1.0,1220,1.5,0,0,3,6,1220,0,47.4924,-122.237,1210,213.1147541,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4924_lon_-122_237_252.png
853000,4,2.25,3440,2.0,0,0,3,10,3440,0,47.6674,-122.055,3210,247.9651163,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6674_lon_-122_055_253.png
765000,3,2.5,2700,2.0,0,0,3,10,2700,0,47.5597,-122.113,2840,283.3333333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5597_lon_-122_113_254.png
739000,3,2.25,2220,1.0,0,0,4,8,1700,520,47.6383,-122.098,2500,332.8828829,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6383_lon_-122_098_255.png
206990,3,1.0,1330,1.0,0,0,5,6,1330,0,47.3174,-122.127,1300,155.6315789,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3174_lon_-122_127_256.png
495000,5,1.75,2760,1.0,0,0,3,8,1510,1250,47.7363,-122.298,1720,179.3478261,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7363_lon_-122_298_257.png
225000,3,1.0,1120,1.0,0,0,4,6,1120,0,47.2886,-122.274,1240,200.8928571,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_2886_lon_-122_274_258.png
825000,4,3.0,2910,1.0,0,0,5,8,1800,1110,47.6939,-122.391,2390,283.5051546,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6939_lon_-122_391_259.png
1364000,4,2.5,3560,2.0,0,0,3,10,3560,0,47.6903,-122.213,1660,383.1460674,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6903_lon_-122_213_260.png
660000,5,2.25,2540,1.5,0,0,4,7,1510,1030,47.6729,-122.299,1780,259.8425197,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6729_lon_-122_299_261.png
221700,2,1.5,1556,1.0,0,0,4,7,1556,0,47.3891,-122.282,2250,142.4807198,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3891_lon_-122_282_262.png
330000,5,2.5,2620,1.0,0,0,3,7,1400,1220,47.72,-122.213,2390,125.9541985,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_72_lon_-122_213_263.png
425000,3,1.5,1680,1.5,0,0,3,7,1680,0,47.6923,-121.869,1990,252.9761905,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6923_lon_-121_869_264.png
515000,5,1.75,1880,2.0,0,0,3,6,1880,0,47.5094,-122.165,1690,273.9361702,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5094_lon_-122_165_265.png
350000,3,1.75,1820,1.0,0,0,3,7,1230,590,47.7772,-122.296,1790,192.3076923,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7772_lon_-122_296_266.png
950000,3,2.75,2750,1.0,0,2,5,9,1810,940,47.5617,-122.134,2850,345.4545455,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5617_lon_-122_134_267.png
539000,3,1.5,1740,2.0,0,0,3,9,1740,0,47.6276,-122.053,2580,309.7701149,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6276_lon_-122_053_268.png
205000,3,1.0,1300,1.0,0,0,4,7,1300,0,47.3352,-122.297,2140,157.6923077,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3352_lon_-122_297_269.png
375000,3,1.75,1440,1.0,0,0,3,7,1440,0,47.7231,-122.17,1790,260.4166667,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7231_lon_-122_17_270.png
1569500,5,4.5,5620,3.0,0,3,3,11,4700,920,47.6482,-122.412,2360,279.2704626,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6482_lon_-122_412_271.png
454800,4,2.25,2490,1.0,0,1,4,7,1400,1090,47.6137,-122.06,3080,182.6506024,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6137_lon_-122_06_272.png
556000,3,2.25,2020,2.0,0,0,3,8,2020,0,47.6678,-122.165,2070,275.2475248,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6678_lon_-122_165_273.png
485000,3,2.5,3110,2.0,0,0,3,9,3110,0,47.4369,-122.147,2650,155.9485531,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4369_lon_-122_147_274.png
909000,4,2.5,3680,2.0,0,0,3,10,3680,0,47.5604,-122.107,2830,247.0108696,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5604_lon_-122_107_275.png
521500,3,2.25,1450,2.0,0,0,3,8,1140,310,47.6076,-122.304,1580,359.6551724,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6076_lon_-122_304_276.png
380000,2,2.5,1860,2.0,0,0,3,7,1860,0,47.776,-122.239,1860,204.3010753,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_776_lon_-122_239_277.png
429950,3,1.5,2010,1.0,0,0,3,8,1570,440,47.7102,-122.281,1920,213.9054726,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7102_lon_-122_281_278.png
198500,2,1.0,1050,1.0,0,0,4,6,1050,0,47.3274,-122.346,990,189.047619,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_3274_lon_-122_346_279.png
371000,3,1.75,1570,1.0,0,0,3,7,1080,490,47.4608,-122.34,1250,236.3057325,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4608_lon_-122_34_280.png
515000,5,2.75,2980,2.0,0,0,3,9,2980,0,47.7698,-122.235,2850,172.8187919,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7698_lon_-122_235_281.png
650000,3,2.5,3060,2.0,0,2,3,9,3060,0,47.5401,-121.861,3140,212.4183007,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_5401_lon_-121_861_282.png
385000,3,2.25,1650,1.0,0,0,3,7,1260,390,47.7377,-122.197,1760,233.3333333,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7377_lon_-122_197_283.png
424500,4,1.5,1830,1.0,0,0,3,7,1080,750,47.7494,-122.236,1650,231.9672131,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7494_lon_-122_236_284.png
279000,4,2.75,2180,1.0,0,0,4,7,1330,850,47.4045,-122.174,1500,127.9816514,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_4045_lon_-122_174_285.png
854000,4,2.75,3150,1.0,0,0,3,10,2480,670,47.7302,-122.106,3150,271.1111111,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7302_lon_-122_106_286.png
385000,3,1.75,1230,1.0,0,0,3,7,1230,0,47.7316,-122.224,1930,313.0081301,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_7316_lon_-122_224_287.png
1008000,3,2.5,2240,1.0,0,0,4,9,2240,0,47.6483,-122.163,2900,450.0,C:\Users\vansh\Desktop\satellite imagery\project_root\images\lat_47_6483_lon_-122_163_288.png
